chr,pos_v5,SNP_newID,cM,cM_norm
Chr7,15705002,M5001,42.4,41.0
Chr7,15872795,M5002,42.6,41.2
Chr7,16090787,M5003,42.8,41.4
Chr7,16295094,M5004,43.0,41.6
Chr7,16512794,M5005,43.2,41.800000000000004
Chr7,16734009,M5006,43.4,42.0
Chr7,16940941,M5007,43.6,42.2
Chr7,17372578,M5008,43.8,42.4
Chr7,18033200,M5009,44.0,42.6
Chr7,18698040,M5010,44.2,42.800000000000004
Chr7,20633522,M5015,45.2,43.800000000000004
Chr7,20830577,M5016,45.4,44.0
Chr7,22013665,M5018,45.8,44.4
Chr7,23741146,M5020,46.2,44.800000000000004
Chr7,26314267,M5023,46.8,45.4
Chr7,27181012,M5024,47.0,45.6
Chr7,28006839,M5025,47.2,45.800000000000004
Chr7,28861828,M5026,47.4,46.0
Chr7,29709755,M5027,47.6,46.2
Chr7,30543447,M5028,47.8,46.4
Chr7,33218237,M5029,48.0,46.6
Chr7,38188511,M5031,48.4,47.0
Chr7,39077894,M5032,48.6,47.2
Chr7,40069020,M5033,48.8,47.4
Chr7,78500339,M5034,49.0,47.6
Chr7,80561656,M5035,49.2,47.800000000000004
Chr7,83964589,M5036,49.4,48.0
Chr7,88461526,M5037,49.6,48.2
Chr7,94032841,M5039,50.0,48.6
Chr7,96063745,M5040,50.2,48.800000000000004
Chr7,97991017,M5041,50.4,49.0
Chr7,99556964,M5042,50.6,49.2
Chr7,100801120,M5043,50.8,49.4
Chr7,102110211,M5044,51.0,49.6
Chr7,103296736,M5047,51.6,50.2
Chr7,103682278,M5048,51.8,50.4
Chr7,104075093,M5049,52.0,50.6
Chr7,104466799,M5050,52.2,50.800000000000004
Chr7,105277096,M5052,52.6,51.2
Chr7,105675094,M5053,52.8,51.4
Chr7,106469640,M5055,53.2,51.800000000000004
Chr7,106932301,M5056,53.4,52.0
Chr7,107274490,M5057,53.6,52.2
Chr7,107674055,M5058,53.8,52.4
Chr7,108027374,M5059,54.0,52.6
Chr7,108599142,M5060,54.2,52.800000000000004
Chr7,109002609,M5061,54.4,53.0
Chr7,109334084,M5062,54.6,53.2
Chr7,109784389,M5063,54.8,53.4
Chr7,110194262,M5064,55.0,53.6
Chr7,110566365,M5065,55.2,53.800000000000004
Chr7,110933008,M5066,55.4,54.0
Chr7,111333950,M5067,55.6,54.2
Chr7,111727574,M5068,55.8,54.4
Chr7,112121075,M5069,56.0,54.6
Chr7,112505360,M5070,56.2,54.800000000000004
Chr7,113311325,M5072,56.6,55.2
Chr7,114844032,M5076,57.4,56.0
Chr7,115223871,M5077,57.6,56.2
Chr7,115607974,M5078,57.8,56.4
Chr7,116006478,M5079,58.0,56.6
Chr7,116428702,M5080,58.2,56.800000000000004
Chr7,116822776,M5081,58.4,57.0
Chr7,117587094,M5084,59.0,57.6
Chr7,117983239,M5085,59.2,57.800000000000004
Chr7,118384203,M5086,59.4,58.0
Chr7,118783620,M5087,59.6,58.2
Chr7,119191364,M5088,59.8,58.4
Chr7,119949721,M5090,60.2,58.800000000000004
Chr7,120990782,M5093,60.8,59.4
Chr7,121393047,M5094,61.0,59.6
Chr7,121846334,M5095,61.2,59.800000000000004
Chr7,121983040,M5096,61.4,60.0
Chr7,122110273,M5097,61.6,60.2
Chr7,122261994,M5098,61.8,60.4
Chr7,122570972,M5100,62.2,60.800000000000004
Chr7,122643343,M5101,62.4,61.0
Chr7,122780985,M5102,62.6,61.2
Chr7,122896879,M5103,62.8,61.4
Chr7,123518942,M5105,63.2,61.800000000000004
Chr7,124337487,M5109,64.0,62.6
Chr7,124649315,M5111,64.4,63.00000000000001
Chr7,124793831,M5112,64.6,63.199999999999996
Chr7,124952130,M5113,64.8,63.4
Chr7,125106852,M5114,65.0,63.6
Chr7,125358103,M5116,65.4,64.0
Chr7,125486332,M5117,65.6,64.19999999999999
Chr7,125850382,M5118,65.8,64.39999999999999
Chr7,125997453,M5119,66.0,64.6
Chr7,126151043,M5120,66.2,64.8
Chr7,126306603,M5121,66.4,65.0
Chr7,126458497,M5122,66.6,65.19999999999999
Chr7,126619233,M5123,66.8,65.39999999999999
Chr7,126771563,M5124,67.0,65.6
Chr7,126960328,M5125,67.2,65.8
Chr7,127097458,M5126,67.4,66.0
Chr7,127242875,M5127,67.6,66.19999999999999
Chr7,127396653,M5128,67.8,66.39999999999999
Chr7,127549868,M5129,68.0,66.6
Chr7,127993932,M5132,68.6,67.19999999999999
Chr7,128199806,M5134,69.0,67.6
Chr7,128519798,M5136,69.4,68.0
Chr7,128688402,M5137,69.6,68.19999999999999
Chr7,128957408,M5138,69.8,68.39999999999999
Chr7,129420303,M5140,70.2,68.8
Chr7,129772777,M5141,70.4,69.0
Chr7,130058133,M5142,70.6,69.19999999999999
Chr7,130329853,M5143,70.8,69.39999999999999
Chr7,130559267,M5144,71.0,69.6
Chr7,131180128,M5146,71.4,70.0
Chr7,131672419,M5147,71.6,70.19999999999999
Chr7,132206570,M5148,71.8,70.39999999999999
Chr7,132712369,M5149,72.0,70.6
Chr7,133216854,M5150,72.2,70.8
Chr7,133723833,M5151,72.4,71.0
Chr7,134347457,M5152,72.6,71.19999999999999
Chr7,134613785,M5153,72.8,71.39999999999999
Chr7,134879570,M5154,73.0,71.6
Chr7,135122610,M5155,73.2,71.8
Chr7,135345026,M5156,73.4,72.0
Chr7,135686317,M5171,76.4,75.0
Chr7,135877672,M5170,76.2,74.8
Chr7,136015994,M5169,76.0,74.6
Chr7,136133814,M5168,75.8,74.39999999999999
Chr7,136217351,M5167,75.6,74.19999999999999
Chr7,136317019,M5166,75.4,74.0
Chr7,136573744,M5164,75.0,73.6
Chr7,136861730,M5163,74.8,73.39999999999999
Chr7,137119343,M5162,74.6,73.19999999999999
Chr7,137332055,M5161,74.4,73.0
Chr7,137566849,M5160,74.2,72.8
Chr7,137791985,M5159,74.0,72.6
Chr7,138026519,M5158,73.8,72.39999999999999
Chr7,138580018,M5175,77.2,75.8
Chr7,138798769,M5176,77.4,76.0
Chr7,138976985,M5177,77.6,76.19999999999999
Chr7,139208539,M5178,77.8,76.39999999999999
Chr7,139389967,M5179,78.0,76.6
Chr7,139820372,M5181,78.4,77.0
Chr7,140062395,M5182,78.6,77.19999999999999
Chr7,140699829,M5185,79.2,77.8
Chr7,140894078,M5186,79.4,78.0
Chr7,141167829,M5188,79.8,78.39999999999999
Chr7,141370260,M5189,80.0,78.6
Chr7,141577001,M5190,80.2,78.8
Chr7,141789012,M5191,80.4,79.0
Chr7,142209567,M5193,80.8,79.39999999999999
Chr7,142690280,M5194,81.0,79.6
Chr7,142891868,M5195,81.2,79.8
Chr7,143095578,M5196,81.4,80.0
Chr7,143308797,M5197,81.6,80.19999999999999
Chr7,143514837,M5198,81.8,80.39999999999999
Chr7,143722565,M5199,82.0,80.6
Chr7,143923943,M5200,82.2,80.8
Chr7,144129757,M5201,82.4,81.0
Chr7,144337657,M5202,82.6,81.19999999999999
Chr7,144538899,M5203,82.8,81.39999999999999
Chr7,145143211,M5206,83.4,82.0
Chr7,145336579,M5207,83.6,82.19999999999999
Chr7,145553083,M5208,83.8,82.39999999999999
Chr7,145759773,M5209,84.0,82.6
Chr7,145946431,M5210,84.2,82.8
Chr7,146336745,M5212,84.6,83.19999999999999
Chr7,146505566,M5214,85.0,83.6
Chr7,146695799,M5215,85.2,83.8
Chr7,146968836,M5216,85.4,84.0
Chr7,147102409,M5217,85.6,84.19999999999999
Chr7,147316431,M5218,85.8,84.39999999999999
Chr7,147537831,M5219,86.0,84.6
Chr7,147906557,M5221,86.4,85.0
Chr7,148518241,M5224,87.0,85.6
Chr7,148731018,M5225,87.2,85.8
Chr7,148928947,M5226,87.4,86.0
Chr7,149240312,M5228,87.8,86.39999999999999
Chr7,149686857,M5230,88.2,86.8
Chr7,149895492,M5231,88.4,87.0
Chr7,150094739,M5232,88.6,87.19999999999999
Chr7,150254242,M5254,93.0,91.6
Chr7,150360137,M5255,93.2,91.8
Chr7,150465077,M5256,93.4,92.0
Chr7,150563751,M5257,93.6,92.19999999999999
Chr7,150670797,M5258,93.8,92.39999999999999
Chr7,150908448,M5261,94.4,93.0
Chr7,151008391,M5262,94.6,93.19999999999999
Chr7,151107136,M5263,94.8,93.39999999999999
Chr7,151290450,M5265,95.2,93.8
Chr7,151404198,M5266,95.4,94.0
Chr7,151506972,M5267,95.6,94.19999999999999
Chr7,151608991,M5268,95.8,94.39999999999999
Chr7,151695359,M5269,96.0,94.6
Chr7,151893317,M5271,96.4,95.0
Chr7,151985336,M5272,96.6,95.19999999999999
Chr7,152203472,M5274,97.0,95.6
Chr7,152305002,M5275,97.2,95.8
Chr7,152402418,M5276,97.4,96.0
Chr7,152494889,M5277,97.6,96.19999999999999
Chr7,152591489,M5278,97.8,96.39999999999999
Chr7,152686569,M5279,98.0,96.6
Chr7,152788544,M5280,98.2,96.8
Chr7,152886025,M5281,98.4,97.0
Chr7,152977453,M5282,98.6,97.19999999999999
Chr7,153064380,M5283,98.8,97.39999999999999
Chr7,153179644,M5284,99.0,97.6
Chr7,153270036,M5285,99.2,97.8
Chr7,153368454,M5286,99.4,98.0
Chr7,153681843,M5289,100.0,98.6
Chr7,153776267,M5290,100.2,98.8
Chr7,153992766,M5292,100.6,99.19999999999999
Chr7,154102059,M5293,100.8,99.39999999999999
Chr7,154199413,M5294,101.0,99.6
Chr7,154294545,M5295,101.2,99.8
Chr7,154425746,M5296,101.4,100.0
Chr7,154473766,M5297,101.6,100.19999999999999
Chr7,154566461,M5298,101.8,100.39999999999999
Chr7,154684650,M5299,102.0,100.6
Chr7,154761809,M5300,102.2,100.8
Chr7,154850072,M5301,102.4,101.0
Chr7,154944918,M5302,102.6,101.19999999999999
Chr7,155076360,M5303,102.8,101.39999999999999
Chr7,155137409,M5304,103.0,101.6
Chr7,155232219,M5305,103.2,101.8
Chr7,155426217,M5307,103.6,102.19999999999999
Chr7,155590736,M5308,103.8,102.39999999999999
Chr7,155634679,M5309,104.0,102.6
Chr7,155729562,M5310,104.2,102.8
Chr7,155910975,M5312,104.6,103.19999999999999
Chr7,156026010,M5313,104.8,103.39999999999999
Chr7,156128679,M5314,105.0,103.6
Chr7,156213988,M5315,105.2,103.8
Chr7,156442549,M5318,105.8,104.39999999999999
Chr7,156528993,M5319,106.0,104.6
Chr7,156592647,M5320,106.2,104.8
Chr7,156673372,M5321,106.4,105.0
Chr7,156818536,M5323,106.8,105.39999999999999
Chr7,156899987,M5324,107.0,105.6
Chr7,156980883,M5325,107.2,105.8
Chr7,157063564,M5326,107.4,106.0
Chr7,157144178,M5327,107.6,106.19999999999999
Chr7,157226130,M5328,107.8,106.39999999999999
Chr7,157307475,M5329,108.0,106.6
Chr7,157344232,M5330,108.2,106.8
Chr7,157377929,M5331,108.4,107.0
Chr7,157504134,M5332,108.6,107.19999999999999
Chr7,157593407,M5333,108.8,107.39999999999999
Chr7,157674401,M5334,109.0,107.6
Chr7,157758512,M5335,109.2,107.8
Chr7,157850792,M5336,109.4,108.0
Chr7,157915724,M5337,109.6,108.19999999999999
Chr7,157980394,M5338,109.8,108.39999999999999
Chr7,158076856,M5339,110.0,108.6
Chr7,158155760,M5340,110.2,108.8
Chr7,158229262,M5341,110.4,109.0
Chr7,158302310,M5342,110.6,109.19999999999999
Chr7,158370165,M5343,110.8,109.39999999999999
Chr7,158435294,M5344,111.0,109.6
Chr7,158572123,M5346,111.4,110.0
Chr7,158638960,M5347,111.6,110.19999999999999
Chr7,158701511,M5348,111.8,110.39999999999999
Chr7,158764524,M5349,112.0,110.6
Chr7,158935909,M5350,112.2,110.8
Chr7,159006519,M5351,112.4,111.0
Chr7,159064674,M5352,112.6,111.19999999999999
Chr7,159116637,M5353,112.8,111.39999999999999
Chr7,159223351,M5355,113.2,111.8
Chr7,159291348,M5356,113.4,112.0
Chr7,159354028,M5357,113.6,112.19999999999999
Chr7,159420279,M5358,113.8,112.39999999999999
Chr7,159483212,M5359,114.0,112.6
Chr7,159551450,M5360,114.2,112.8
Chr7,159618966,M5361,114.4,113.0
Chr7,159776963,M5363,114.8,113.39999999999999
Chr7,160034931,M5365,115.2,113.8
Chr7,160160665,M5366,115.4,114.0
Chr7,160291231,M5367,115.6,114.19999999999999
Chr7,160421820,M5368,115.8,114.39999999999999
Chr7,160557530,M5369,116.0,114.6
Chr7,160745923,M5370,116.2,114.8
Chr7,160955736,M5372,116.6,115.19999999999999
Chr7,161090656,M5373,116.8,115.39999999999999
Chr7,161231948,M5374,117.0,115.6
Chr7,161354347,M5375,117.2,115.8
Chr7,161541395,M5376,117.4,116.0
Chr7,161637311,M5377,117.6,116.19999999999999
Chr7,161681728,M5378,117.8,116.39999999999999
Chr7,161773924,M5379,118.0,116.6
Chr7,161817994,M5382,118.6,117.19999999999999
Chr7,161862499,M5383,118.8,117.39999999999999
Chr7,161909218,M5384,119.0,117.6
Chr7,161947797,M5385,119.2,117.8
Chr7,161992676,M5386,119.4,118.0
Chr7,162037334,M5387,119.6,118.19999999999999
Chr7,162081675,M5388,119.8,118.39999999999999
Chr7,162126438,M5389,120.0,118.6
Chr7,162169855,M5390,120.2,118.8
Chr7,162393422,M5391,120.4,119.0
Chr7,162641767,M5392,120.6,119.19999999999999
Chr7,162662096,M5393,120.8,119.39999999999999
Chr7,162718083,M5395,121.2,119.8
Chr7,162777271,M5396,121.4,120.0
Chr7,162817648,M5397,121.6,120.19999999999999
Chr7,162860580,M5398,121.8,120.39999999999999
Chr7,162975338,M5399,122.0,120.6
Chr7,163024307,M5401,122.4,121.0
Chr7,163073151,M5402,122.6,121.19999999999999
Chr7,163119749,M5403,122.8,121.39999999999999
Chr7,163166982,M5404,123.0,121.6
Chr7,163213763,M5405,123.2,121.8
Chr7,163255454,M5406,123.4,122.0
Chr7,163340977,M5408,123.8,122.39999999999999
Chr7,163387618,M5409,124.0,122.6
Chr7,163502578,M5412,124.6,123.19999999999999
Chr7,163559571,M5413,124.8,123.39999999999999
Chr7,163606237,M5414,125.0,123.6
Chr7,163656911,M5415,125.2,123.8
Chr7,163703819,M5416,125.4,124.0
Chr7,163823106,M5418,125.8,124.39999999999999
Chr7,163892415,M5420,126.2,124.8
Chr7,163939207,M5421,126.4,125.0
Chr7,163974689,M5422,126.6,125.19999999999999
Chr7,164023201,M5423,126.8,125.39999999999999
Chr7,164057399,M5424,127.0,125.6
Chr7,164167705,M5426,127.4,126.0
Chr7,164212818,M5427,127.6,126.19999999999999
Chr7,164259739,M5428,127.8,126.39999999999999
Chr7,164316147,M5429,128.0,126.6
Chr7,164473418,M5433,128.8,127.4
Chr7,164519507,M5434,129.0,127.6
Chr7,164615084,M5436,129.4,128.0
Chr7,164659562,M5437,129.6,128.2
Chr7,164706469,M5438,129.8,128.4
Chr7,164752635,M5439,130.0,128.6
Chr7,164799521,M5440,130.2,128.79999999999998
Chr7,164852877,M5441,130.4,129.0
Chr7,164891611,M5442,130.6,129.2
Chr7,164935963,M5443,130.8,129.4
Chr7,164981421,M5444,131.0,129.6
Chr7,165028751,M5445,131.2,129.79999999999998
Chr7,165075236,M5446,131.4,130.0
Chr7,165123996,M5447,131.6,130.2
Chr7,165170905,M5448,131.8,130.4
Chr7,165212652,M5449,132.0,130.6
Chr7,165260578,M5450,132.2,130.79999999999998
Chr7,165311341,M5451,132.4,131.0
Chr7,165357475,M5452,132.6,131.2
Chr7,165403373,M5453,132.8,131.4
Chr7,165446646,M5454,133.0,131.6
Chr7,165492415,M5455,133.2,131.79999999999998
Chr7,165541322,M5456,133.4,132.0
Chr7,165583102,M5457,133.6,132.2
Chr7,165653854,M5458,133.8,132.4
Chr7,165815356,M5459,134.0,132.6
Chr7,166452068,M5462,134.6,133.2
Chr7,166622742,M5463,134.8,133.4
Chr7,166756449,M5465,135.2,133.79999999999998
Chr7,166826176,M5466,135.4,134.0
Chr7,166894364,M5467,135.6,134.2
Chr7,166975650,M5468,135.8,134.4
Chr7,167054388,M5469,136.0,134.6
Chr7,167122459,M5470,136.2,134.79999999999998
Chr7,167190759,M5471,136.4,135.0
Chr7,167373066,M5473,136.8,135.4
Chr7,167496150,M5475,137.2,135.79999999999998
Chr8,68581,M5480,0.4,0.0
Chr8,149367,M5481,0.6,0.19999999999999996
Chr8,230715,M5482,0.8,0.4
Chr8,287261,M5483,1.0,0.6
Chr8,398649,M5484,1.2,0.7999999999999999
Chr8,515602,M5485,1.4,0.9999999999999999
Chr8,597342,M5486,1.6,1.2000000000000002
Chr8,677877,M5487,1.8,1.4
Chr8,751624,M5488,2.0,1.6
Chr8,844929,M5489,2.2,1.8000000000000003
Chr8,916670,M5490,2.4,2.0
Chr8,998113,M5491,2.6,2.2
Chr8,1247257,M5494,3.2,2.8000000000000003
Chr8,1501324,M5497,3.8,3.4
Chr8,1597849,M5498,4.0,3.6
Chr8,1660042,M5499,4.2,3.8000000000000003
Chr8,1742449,M5500,4.4,4.0
Chr8,1822893,M5501,4.6,4.199999999999999
Chr8,1897162,M5502,4.8,4.3999999999999995
Chr8,1984678,M5503,5.0,4.6
Chr8,2067659,M5504,5.2,4.8
Chr8,2147731,M5505,5.4,5.0
Chr8,2235235,M5506,5.6,5.199999999999999
Chr8,2318226,M5507,5.8,5.3999999999999995
Chr8,2398572,M5508,6.0,5.6
Chr8,2466224,M5509,6.2,5.8
Chr8,2548003,M5510,6.4,6.0
Chr8,2712669,M5512,6.8,6.3999999999999995
Chr8,2783671,M5513,7.0,6.6
Chr8,2864504,M5514,7.2,6.8
Chr8,2936943,M5515,7.4,7.0
Chr8,3051940,M5516,7.6,7.199999999999999
Chr8,3131654,M5517,7.8,7.3999999999999995
Chr8,3214081,M5518,8.0,7.6
Chr8,3375264,M5520,8.4,8.0
Chr8,3445380,M5521,8.6,8.2
Chr8,3535226,M5522,8.8,8.4
Chr8,3611955,M5523,9.0,8.6
Chr8,3789112,M5525,9.4,9.0
Chr8,3870883,M5526,9.6,9.2
Chr8,3900537,M5527,9.8,9.4
Chr8,3930386,M5528,10.0,9.6
Chr8,3959222,M5529,10.2,9.799999999999999
Chr8,4064283,M5530,10.4,10.0
Chr8,4067999,M5532,10.8,10.4
Chr8,4108924,M5533,11.0,10.6
Chr8,4149241,M5534,11.2,10.799999999999999
Chr8,4183222,M5535,11.4,11.0
Chr8,4213328,M5536,11.6,11.2
Chr8,4261274,M5537,11.8,11.4
Chr8,4302294,M5538,12.0,11.6
Chr8,4341385,M5539,12.2,11.799999999999999
Chr8,4381620,M5540,12.4,12.0
Chr8,4486345,M5541,12.6,12.2
Chr8,4535575,M5544,13.2,12.799999999999999
Chr8,4559630,M5545,13.4,13.0
Chr8,4682595,M5548,14.0,13.6
Chr8,4827618,M5549,14.2,13.799999999999999
Chr8,4866881,M5552,14.8,14.4
Chr8,4949664,M5554,15.2,14.799999999999999
Chr8,5049992,M5556,15.6,15.2
Chr8,5094967,M5557,15.8,15.4
Chr8,5174706,M5559,16.2,15.799999999999999
Chr8,5219693,M5560,16.4,15.999999999999998
Chr8,5270289,M5561,16.6,16.200000000000003
Chr8,5318066,M5562,16.8,16.400000000000002
Chr8,5535145,M5564,17.2,16.8
Chr8,5672861,M5565,17.4,17.0
Chr8,5868063,M5566,17.6,17.200000000000003
Chr8,6047221,M5567,17.8,17.400000000000002
Chr8,6258051,M5568,18.0,17.6
Chr8,6665999,M5572,18.8,18.400000000000002
Chr8,6777038,M5573,19.0,18.6
Chr8,6886483,M5574,19.2,18.8
Chr8,6993296,M5575,19.4,19.0
Chr8,7099286,M5576,19.6,19.200000000000003
Chr8,7201672,M5577,19.8,19.400000000000002
Chr8,7305969,M5578,20.0,19.6
Chr8,7421652,M5579,20.2,19.8
Chr8,7522549,M5580,20.4,20.0
Chr8,7612827,M5581,20.6,20.200000000000003
Chr8,7782236,M5582,20.8,20.400000000000002
Chr8,7876552,M5583,21.0,20.6
Chr8,7949889,M5584,21.2,20.8
Chr8,8023095,M5585,21.4,21.0
Chr8,8098760,M5586,21.6,21.200000000000003
Chr8,8173125,M5587,21.8,21.400000000000002
Chr8,8245779,M5588,22.0,21.6
Chr8,8320070,M5589,22.2,21.8
Chr8,8397406,M5590,22.4,22.0
Chr8,8464115,M5591,22.6,22.200000000000003
Chr8,8559248,M5592,22.8,22.400000000000002
Chr8,8784953,M5595,23.4,23.0
Chr8,8861882,M5596,23.6,23.200000000000003
Chr8,8933903,M5597,23.8,23.400000000000002
Chr8,8989946,M5598,24.0,23.6
Chr8,9063651,M5599,24.2,23.8
Chr8,9136070,M5600,24.4,24.0
Chr8,9210251,M5601,24.6,24.200000000000003
Chr8,9284472,M5602,24.8,24.400000000000002
Chr8,9350429,M5603,25.0,24.6
Chr8,9492764,M5605,25.4,25.0
Chr8,9565443,M5606,25.6,25.200000000000003
Chr8,9640168,M5607,25.8,25.400000000000002
Chr8,9719815,M5608,26.0,25.6
Chr8,9785427,M5609,26.2,25.8
Chr8,9939025,M5611,26.6,26.200000000000003
Chr8,10013646,M5612,26.8,26.400000000000002
Chr8,10090515,M5613,27.0,26.6
Chr8,10165043,M5614,27.2,26.8
Chr8,10239399,M5615,27.4,27.0
Chr8,10313092,M5616,27.6,27.200000000000003
Chr8,10394951,M5617,27.8,27.400000000000002
Chr8,10467279,M5618,28.0,27.6
Chr8,10539647,M5619,28.2,27.8
Chr8,10628113,M5620,28.4,28.0
Chr8,10774532,M5622,28.8,28.400000000000002
Chr8,10814485,M5623,29.0,28.6
Chr8,10884825,M5624,29.2,28.8
Chr8,10959027,M5625,29.4,29.0
Chr8,11033690,M5626,29.6,29.200000000000003
Chr8,11043397,M5627,29.8,29.400000000000002
Chr8,11053106,M5628,30.0,29.6
Chr8,11227796,M5630,30.4,30.0
Chr8,11305405,M5631,30.6,30.200000000000003
Chr8,11467120,M5633,31.0,30.6
Chr8,11546894,M5634,31.2,30.8
Chr8,11638322,M5635,31.4,31.0
Chr8,11727648,M5636,31.6,31.200000000000003
Chr8,11829723,M5637,31.8,31.400000000000002
Chr8,11987244,M5638,32.0,31.6
Chr8,12299785,M5641,32.6,32.2
Chr8,12375264,M5642,32.8,32.4
Chr8,12446299,M5643,33.0,32.6
Chr8,12502839,M5644,33.2,32.800000000000004
Chr8,12584901,M5645,33.4,33.0
Chr8,12657127,M5646,33.6,33.2
Chr8,12786518,M5647,33.8,33.4
Chr8,12859941,M5648,34.0,33.6
Chr8,12932355,M5649,34.2,33.800000000000004
Chr8,13005060,M5650,34.4,34.0
Chr8,13079634,M5651,34.6,34.2
Chr8,13149896,M5652,34.8,34.4
Chr8,13227268,M5653,35.0,34.6
Chr8,13300703,M5654,35.2,34.800000000000004
Chr8,13375950,M5655,35.4,35.0
Chr8,13461324,M5656,35.6,35.2
Chr8,13588160,M5658,36.0,35.6
Chr8,13665007,M5659,36.2,35.800000000000004
Chr8,14057350,M5661,36.6,36.2
Chr8,14249930,M5662,36.8,36.4
Chr8,14604413,M5664,37.2,36.800000000000004
Chr8,14790816,M5665,37.4,37.0
Chr8,14945838,M5666,37.6,37.2
Chr8,15131332,M5667,37.8,37.4
Chr8,15322064,M5668,38.0,37.6
Chr8,15492211,M5669,38.2,37.800000000000004
Chr8,15664859,M5670,38.4,38.0
Chr8,16219581,M5673,39.0,38.6
Chr8,16261593,M5674,39.2,38.800000000000004
Chr8,16370189,M5675,39.4,39.0
Chr8,16481902,M5676,39.6,39.2
Chr8,16591621,M5677,39.8,39.4
Chr8,16699550,M5678,40.0,39.6
Chr8,16799855,M5679,40.2,39.800000000000004
Chr8,16912566,M5680,40.4,40.0
Chr8,17121032,M5682,40.8,40.4
Chr8,17230295,M5683,41.0,40.6
Chr8,17322630,M5684,41.2,40.800000000000004
Chr8,17450633,M5685,41.4,41.0
Chr8,17559317,M5686,41.6,41.2
Chr8,17769978,M5688,42.0,41.6
Chr8,17904153,M5689,42.2,41.800000000000004
Chr8,18066866,M5690,42.4,42.0
Chr8,18662837,M5695,43.4,43.0
Chr8,18794648,M5696,43.6,43.2
Chr8,18931415,M5697,43.8,43.4
Chr8,19174531,M5699,44.2,43.800000000000004
Chr8,19467215,M5701,44.6,44.2
Chr8,19606516,M5702,44.8,44.4
Chr8,19740859,M5703,45.0,44.6
Chr8,19874567,M5704,45.2,44.800000000000004
Chr8,20009437,M5705,45.4,45.0
Chr8,20142303,M5706,45.6,45.2
Chr8,20513663,M5709,46.2,45.800000000000004
Chr8,20680440,M5710,46.4,46.0
Chr8,20822823,M5711,46.6,46.2
Chr8,20959827,M5712,46.8,46.4
Chr8,21095085,M5713,47.0,46.6
Chr8,21233110,M5714,47.2,46.800000000000004
Chr8,21321949,M5715,47.4,47.0
Chr8,21416591,M5716,47.6,47.2
Chr8,21507740,M5717,47.8,47.4
Chr8,21699271,M5719,48.2,47.800000000000004
Chr8,21807358,M5720,48.4,48.0
Chr8,22004701,M5721,48.6,48.2
Chr8,22423986,M5723,49.0,48.6
Chr8,22628089,M5724,49.2,48.800000000000004
Chr8,22836753,M5725,49.4,49.0
Chr8,23039772,M5726,49.6,49.2
Chr8,23301093,M5727,49.8,49.4
Chr8,23832250,M5729,50.2,49.800000000000004
Chr8,23992656,M5730,50.4,50.0
Chr8,30010414,M5732,50.8,50.4
Chr8,36003963,M5734,51.2,50.800000000000004
Chr8,41983049,M5736,51.6,51.2
Chr8,45023551,M5737,51.8,51.4
Chr8,47934429,M5738,52.0,51.6
Chr8,57479707,M5739,52.2,51.800000000000004
Chr8,62541532,M5740,52.4,52.0
Chr8,65293772,M5741,52.6,52.2
Chr8,69246539,M5742,52.8,52.4
Chr8,70297331,M5743,53.0,52.6
Chr8,71333112,M5744,53.2,52.800000000000004
Chr8,72069162,M5745,53.4,53.0
Chr8,74238506,M5747,53.8,53.4
Chr8,76323987,M5748,54.0,53.6
Chr8,78522786,M5749,54.2,53.800000000000004
Chr8,82414360,M5751,54.6,54.2
Chr8,85010417,M5753,55.0,54.6
Chr8,86324608,M5754,55.2,54.800000000000004
Chr8,88879332,M5756,55.6,55.2
Chr8,90153717,M5757,55.8,55.4
Chr8,91395364,M5758,56.0,55.6
Chr8,92686904,M5759,56.2,55.800000000000004
Chr8,93907515,M5760,56.4,56.0
Chr8,95136685,M5761,56.6,56.2
Chr8,96394280,M5762,56.8,56.4
Chr8,97459920,M5763,57.0,56.6
Chr8,98691276,M5764,57.2,56.800000000000004
Chr8,99568788,M5765,57.4,57.0
Chr8,99969048,M5766,57.6,57.2
Chr8,100181503,M5767,57.8,57.4
Chr8,100807506,M5768,58.0,57.6
Chr8,101418695,M5769,58.2,57.800000000000004
Chr8,102053576,M5770,58.4,58.0
Chr8,103212906,M5772,58.8,58.4
Chr8,103866832,M5773,59.0,58.6
Chr8,104441739,M5774,59.2,58.800000000000004
Chr8,105064445,M5775,59.4,59.0
Chr8,106313664,M5777,59.8,59.4
Chr8,106960841,M5778,60.0,59.6
Chr8,107480790,M5779,60.2,59.800000000000004
Chr8,108130296,M5780,60.4,60.0
Chr8,108762829,M5781,60.6,60.2
Chr8,109376718,M5782,60.8,60.4
Chr8,111478117,M5785,61.4,61.0
Chr8,112221878,M5786,61.6,61.2
Chr8,114183916,M5789,62.2,61.800000000000004
Chr8,114528361,M5790,62.4,62.0
Chr8,114837035,M5791,62.6,62.2
Chr8,115151031,M5792,62.8,62.4
Chr8,115461761,M5793,63.0,62.6
Chr8,115832809,M5794,63.2,62.800000000000004
Chr8,116226212,M5795,63.4,63.0
Chr8,116658205,M5796,63.6,63.2
Chr8,117714268,M5799,64.2,63.800000000000004
Chr8,118043476,M5800,64.4,64.0
Chr8,118363664,M5801,64.6,64.19999999999999
Chr8,119022021,M5803,65.0,64.6
Chr8,119349660,M5804,65.2,64.8
Chr8,119666121,M5805,65.4,65.0
Chr8,120026110,M5806,65.6,65.19999999999999
